Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
42,Male,Clothing,99,M,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
30,Male,Clothing,37,M,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
38,Male,Footwear,34,S,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
40,Male,Clothing,32,M,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
55,Male,Footwear,23,XL,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
37,Male,Clothing,78,M,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
41,Male,Outerwear,54,M,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
38,Male,Clothing,94,XL,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly
42,Male,Accessories,75,S,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
26,Male,Clothing,69,S,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
41,Male,Accessories,35,L,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
27,Male,Clothing,78,L,Spring,5,No,Express,No,No,8,PayPal,Monthly
61,Male,Clothing,29,M,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
58,Male,Clothing,62,M,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
25,Male,Clothing,58,M,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
33,Male,Footwear,88,M,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
57,Male,Accessories,80,L,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
39,Male,Accessories,47,M,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
60,Male,Accessories,51,L,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
39,Male,Clothing,25,L,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
42,Male,Clothing,36,M,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
53,Male,Clothing,79,M,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
20,Male,Clothing,41,S,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
46,Male,Clothing,68,XL,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
46,Male,Footwear,51,L,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
69,Male,Accessories,38,M,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
28,Male,Accessories,46,XL,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
42,Male,Footwear,20,XL,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
30,Male,Accessories,25,M,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
50,Male,Clothing,89,L,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
59,Male,Clothing,77,M,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
54,Male,Accessories,94,M,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
50,Male,Accessories,100,L,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
25,Male,Footwear,96,M,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
41,Male,Clothing,36,XL,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
35,Male,Accessories,27,XL,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
67,Male,Accessories,67,M,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
33,Male,Clothing,91,S,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
19,Male,Accessories,62,XL,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
25,Male,Clothing,88,XL,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually
32,Male,Clothing,66,M,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
30,Male,Footwear,65,M,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
18,Male,Accessories,25,L,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
38,Male,Accessories,64,S,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
22,Male,Clothing,72,L,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
40,Male,Accessories,74,S,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
54,Male,Accessories,50,M,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
70,Male,Clothing,97,M,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
52,Male,Footwear,36,S,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
34,Male,Outerwear,49,M,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
65,Male,Footwear,64,L,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
38,Male,Clothing,31,XL,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
35,Male,Footwear,66,S,Winter,4,No,Express,No,No,26,Cash,Weekly
40,Male,Clothing,82,M,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
23,Male,Clothing,88,M,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
45,Male,Footwear,34,S,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
40,Male,Footwear,84,L,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
42,Male,Accessories,96,L,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
57,Male,Footwear,71,L,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
18,Male,Outerwear,77,M,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
18,Male,Clothing,66,M,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
56,Male,Clothing,21,M,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
35,Male,Clothing,37,M,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
49,Male,Clothing,90,L,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
49,Male,Outerwear,96,M,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
34,Male,Accessories,37,L,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
63,Male,Clothing,66,M,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
42,Male,Accessories,45,XL,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
41,Male,Footwear,89,L,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
26,Male,Footwear,94,L,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
48,Male,Footwear,96,S,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
62,Male,Clothing,31,M,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
24,Male,Accessories,79,M,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
48,Male,Outerwear,39,L,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
31,Male,Clothing,22,M,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly
41,Male,Clothing,32,L,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
24,Male,Clothing,71,L,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
60,Male,Clothing,96,XL,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
38,Male,Accessories,82,M,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
58,Male,Accessories,76,L,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
53,Male,Accessories,22,M,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
44,Male,Accessories,40,XL,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
51,Male,Accessories,92,M,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
36,Male,Outerwear,94,XL,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
20,Male,Clothing,44,M,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
32,Male,Accessories,49,S,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
66,Male,Clothing,26,L,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
49,Male,Clothing,38,M,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
27,Male,Clothing,72,L,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
29,Male,Clothing,99,M,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
29,Male,Outerwear,38,L,Spring,4,No,Standard,No,No,44,PayPal,Monthly
55,Male,Outerwear,96,L,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
57,Male,Clothing,27,L,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
29,Male,Clothing,24,M,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
31,Male,Clothing,82,L,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
25,Male,Accessories,56,M,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
61,Male,Accessories,25,M,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
53,Male,Footwear,67,L,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
22,Male,Footwear,21,M,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
28,Male,Clothing,27,XL,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually
18,Male,Footwear,97,S,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
44,Male,Accessories,45,S,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
32,Male,Clothing,63,XL,Fall,4.1,No,Express,No,No,20,Venmo,Annually
34,Male,Accessories,100,L,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
67,Male,Clothing,38,L,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
66,Male,Clothing,45,L,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually
28,Male,Accessories,91,M,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
70,Male,Clothing,82,M,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
37,Male,Footwear,48,L,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
28,Male,Outerwear,30,M,Spring,5,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
43,Male,Clothing,34,S,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
37,Male,Clothing,68,L,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
54,Male,Accessories,95,M,Winter,5,No,Express,No,No,40,Debit Card,Annually
50,Male,Accessories,22,L,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
46,Male,Accessories,88,M,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
60,Male,Clothing,83,M,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
40,Male,Accessories,87,L,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
64,Male,Outerwear,57,M,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
18,Male,Outerwear,88,XL,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
37,Male,Clothing,20,L,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually
36,Male,Accessories,39,L,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly
51,Male,Accessories,71,S,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly
26,Male,Clothing,73,L,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly
68,Male,Accessories,63,M,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
27,Male,Accessories,78,L,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly
28,Male,Clothing,96,L,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
49,Male,Accessories,81,M,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly
70,Male,Clothing,95,S,Fall,5,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly
30,Male,Accessories,68,M,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
27,Male,Footwear,28,L,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months
19,Male,Clothing,30,L,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months
64,Male,Clothing,31,M,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly
42,Male,Accessories,95,XL,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
69,Male,Clothing,79,M,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly
28,Male,Footwear,39,L,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually
47,Male,Outerwear,34,M,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly
69,Male,Clothing,28,L,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually
56,Male,Footwear,38,XL,Winter,5,No,Free Shipping,No,No,29,PayPal,Monthly
28,Male,Footwear,55,M,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months
50,Male,Footwear,31,M,Winter,3,No,Next Day Air,No,No,27,Debit Card,Fortnightly
39,Male,Outerwear,84,S,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly
35,Male,Accessories,93,L,Winter,4.7,No,Express,No,No,36,Credit Card,Monthly
59,Male,Outerwear,28,L,Winter,3.5,No,Free Shipping,No,No,19,Debit Card,Annually
44,Male,Footwear,55,M,Summer,4.4,No,2-Day Shipping,No,No,47,Cash,Weekly
66,Male,Clothing,63,L,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually
20,Male,Clothing,94,M,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly
45,Male,Clothing,36,M,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly
49,Male,Accessories,97,S,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually
60,Male,Accessories,63,L,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months
61,Male,Accessories,77,S,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly
36,Male,Accessories,53,XL,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly
33,Male,Clothing,77,M,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months
49,Male,Footwear,79,L,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly
31,Male,Outerwear,37,M,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly
19,Male,Accessories,94,M,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly
39,Male,Footwear,76,S,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually
66,Male,Footwear,68,S,Fall,4,No,Express,No,No,21,PayPal,Quarterly
25,Male,Clothing,65,L,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
63,Male,Clothing,24,M,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly
56,Male,Outerwear,31,L,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months
20,Male,Clothing,89,M,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly
58,Male,Clothing,49,M,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly
34,Male,Footwear,92,XL,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly
28,Male,Clothing,32,S,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months
22,Male,Outerwear,67,L,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly
37,Male,Accessories,64,S,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months
54,Male,Footwear,84,M,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months
65,Male,Clothing,34,M,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months
57,Male,Footwear,26,M,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually
38,Male,Clothing,50,S,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly
70,Male,Footwear,46,M,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
56,Male,Accessories,71,M,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months
56,Male,Clothing,78,M,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly
22,Male,Clothing,35,S,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly
57,Male,Accessories,58,M,Summer,3,No,Free Shipping,No,No,27,Debit Card,Quarterly
53,Male,Clothing,67,L,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly
53,Male,Clothing,93,L,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly
19,Male,Accessories,81,S,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months
49,Male,Accessories,80,L,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months
44,Male,Accessories,64,M,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months
27,Male,Clothing,41,M,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly
60,Male,Clothing,79,XL,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly
62,Male,Accessories,60,L,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly
52,Male,Footwear,91,S,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly
30,Male,Footwear,66,L,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
66,Male,Clothing,85,L,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly
29,Male,Accessories,38,M,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months
24,Male,Clothing,23,M,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly
51,Male,Footwear,71,M,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly
67,Male,Clothing,25,M,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually
50,Male,Footwear,39,XL,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly
37,Male,Clothing,20,M,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months
69,Male,Accessories,73,L,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly
60,Male,Accessories,63,L,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly
21,Male,Accessories,94,XL,Spring,4.1,No,Express,No,No,5,Cash,Weekly
44,Male,Clothing,94,L,Fall,4,No,Next Day Air,No,No,22,Cash,Annually
26,Male,Accessories,71,L,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly
40,Male,Accessories,77,M,Spring,4,No,2-Day Shipping,No,No,22,Debit Card,Monthly
41,Male,Accessories,66,M,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly
62,Male,Footwear,23,M,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually
39,Male,Clothing,60,M,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly
53,Male,Accessories,72,L,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually
24,Male,Clothing,35,L,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly
41,Male,Accessories,31,M,Fall,3.8,No,Express,No,No,12,PayPal,Weekly
19,Male,Clothing,33,L,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly
36,Male,Accessories,95,M,Summer,4,No,2-Day Shipping,No,No,14,Debit Card,Monthly
21,Male,Clothing,68,M,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually
25,Male,Outerwear,87,M,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months
65,Male,Clothing,64,XL,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly
42,Male,Clothing,74,M,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly
40,Male,Clothing,62,L,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually
58,Male,Clothing,97,M,Winter,5,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
40,Male,Footwear,47,L,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly
62,Male,Clothing,83,M,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly
38,Male,Clothing,82,M,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly
37,Male,Accessories,26,L,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly
65,Male,Outerwear,81,M,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly
55,Male,Clothing,44,L,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly
43,Male,Accessories,88,M,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,Bi-Weekly
43,Male,Footwear,76,M,Winter,4.2,No,Standard,No,No,25,PayPal,Bi-Weekly
45,Male,Accessories,89,M,Winter,3.8,No,Free Shipping,No,No,31,Cash,Weekly
64,Male,Clothing,22,M,Fall,4.4,No,Standard,No,No,40,Debit Card,Weekly
28,Male,Clothing,33,L,Winter,3.1,No,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly
69,Male,Clothing,97,XL,Fall,5,No,Standard,No,No,5,Debit Card,Quarterly
54,Male,Accessories,57,M,Winter,4.7,No,Standard,No,No,26,PayPal,Weekly
52,Male,Clothing,38,M,Summer,3,No,Express,No,No,11,Credit Card,Bi-Weekly
23,Male,Footwear,55,XL,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Every 3 Months
26,Male,Accessories,37,L,Spring,3,No,Store Pickup,No,No,47,Cash,Every 3 Months
48,Male,Footwear,43,M,Summer,3.7,No,Free Shipping,No,No,46,PayPal,Monthly
49,Male,Clothing,96,M,Summer,2.7,No,Free Shipping,No,No,35,Cash,Every 3 Months
53,Male,Outerwear,51,M,Winter,4.3,No,2-Day Shipping,No,No,8,Bank Transfer,Bi-Weekly
69,Male,Clothing,95,XL,Fall,2.7,No,2-Day Shipping,No,No,30,Bank Transfer,Weekly
26,Male,Clothing,26,M,Summer,3.7,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly
21,Male,Outerwear,34,XL,Fall,4.3,No,Standard,No,No,30,Bank Transfer,Weekly
59,Male,Footwear,83,S,Summer,4,No,Next Day Air,No,No,26,Credit Card,Every 3 Months
21,Male,Accessories,24,M,Fall,3.3,No,Standard,No,No,32,Venmo,Fortnightly
22,Male,Clothing,69,S,Fall,4,No,Next Day Air,No,No,47,Cash,Every 3 Months
26,Male,Clothing,40,M,Fall,2.7,No,Next Day Air,No,No,11,Credit Card,Every 3 Months
41,Male,Outerwear,87,S,Winter,4.2,No,Free Shipping,No,No,28,PayPal,Annually
37,Male,Footwear,46,L,Spring,4.6,No,Standard,No,No,2,Debit Card,Every 3 Months
30,Male,Accessories,82,M,Winter,4.8,No,Store Pickup,No,No,45,Credit Card,Weekly
49,Male,Accessories,81,M,Summer,2.8,No,Free Shipping,No,No,7,Credit Card,Every 3 Months
49,Male,Accessories,57,M,Winter,4.5,No,Next Day Air,No,No,28,Bank Transfer,Bi-Weekly
58,Male,Footwear,49,S,Summer,3,No,2-Day Shipping,No,No,34,Bank Transfer,Quarterly
70,Male,Outerwear,42,M,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,Every 3 Months
27,Male,Outerwear,26,M,Spring,3.3,No,Standard,No,No,45,Cash,Quarterly
65,Male,Clothing,38,M,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually
57,Male,Footwear,57,XL,Summer,4.4,No,Standard,No,No,47,Credit Card,Fortnightly
20,Male,Outerwear,100,XL,Summer,4.3,No,Express,No,No,42,Cash,Quarterly
34,Male,Clothing,73,S,Fall,3.4,No,Express,No,No,27,Bank Transfer,Every 3 Months
59,Male,Outerwear,66,M,Winter,2.8,No,Store Pickup,No,No,43,Venmo,Monthly
54,Male,Clothing,73,M,Spring,3.4,No,Standard,No,No,16,Cash,Bi-Weekly
36,Male,Accessories,45,M,Spring,5,No,Store Pickup,No,No,40,Credit Card,Monthly
21,Male,Footwear,27,S,Fall,4.5,No,Free Shipping,No,No,29,Cash,Bi-Weekly
52,Male,Clothing,24,M,Fall,2.7,No,Store Pickup,No,No,38,Credit Card,Quarterly
43,Male,Footwear,59,XL,Winter,3.4,No,Store Pickup,No,No,34,Credit Card,Weekly
32,Male,Clothing,20,S,Winter,3.4,No,Express,No,No,30,Venmo,Weekly
55,Male,Accessories,44,M,Summer,2.8,No,Standard,No,No,45,Bank Transfer,Annually
31,Male,Clothing,90,M,Spring,4.7,No,Standard,No,No,47,Bank Transfer,Annually
45,Male,Accessories,36,M,Fall,4.7,No,Free Shipping,No,No,5,Credit Card,Monthly
53,Male,Clothing,95,L,Winter,4.7,No,Free Shipping,No,No,50,Debit Card,Bi-Weekly
24,Male,Accessories,30,M,Spring,3.4,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly
47,Male,Accessories,65,S,Fall,3.7,No,Express,No,No,15,Debit Card,Bi-Weekly
63,Male,Accessories,96,M,Summer,4.1,No,Store Pickup,No,No,50,Cash,Weekly
38,Male,Clothing,65,L,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,Monthly
59,Male,Clothing,47,L,Fall,3.2,No,Store Pickup,No,No,10,Venmo,Fortnightly
54,Male,Accessories,25,S,Fall,3,No,Free Shipping,No,No,38,PayPal,Bi-Weekly
26,Male,Outerwear,56,S,Fall,4.1,No,Express,No,No,31,Venmo,Fortnightly
68,Male,Clothing,76,M,Fall,4.5,No,Standard,No,No,7,Venmo,Quarterly
41,Male,Clothing,60,M,Fall,3.4,No,Store Pickup,No,No,27,Venmo,Monthly
68,Male,Clothing,67,L,Winter,4.1,No,Express,No,No,45,Bank Transfer,Every 3 Months
21,Male,Clothing,95,XL,Spring,4.6,No,Store Pickup,No,No,13,Cash,Annually
32,Male,Accessories,72,M,Winter,4.6,No,Express,No,No,33,Venmo,Annually
20,Male,Accessories,98,L,Spring,3.4,No,Express,No,No,25,Cash,Every 3 Months
59,Male,Clothing,83,M,Winter,3.3,No,2-Day Shipping,No,No,5,PayPal,Monthly
53,Male,Accessories,37,M,Fall,3.6,No,2-Day Shipping,No,No,23,Cash,Quarterly
66,Male,Clothing,85,L,Fall,4.6,No,Free Shipping,No,No,17,Bank Transfer,Weekly
47,Male,Clothing,36,L,Fall,4.3,No,2-Day Shipping,No,No,14,Cash,Weekly
58,Male,Clothing,36,S,Winter,4,No,Store Pickup,No,No,28,Credit Card,Annually
28,Male,Accessories,86,L,Summer,4.8,No,Next Day Air,No,No,19,Credit Card,Weekly
68,Male,Clothing,99,XL,Spring,4.3,No,Standard,No,No,31,Bank Transfer,Bi-Weekly
60,Male,Clothing,21,XL,Summer,3.3,No,Standard,No,No,25,Cash,Bi-Weekly
47,Male,Outerwear,84,L,Winter,2.8,No,Express,No,No,4,Cash,Bi-Weekly
18,Male,Footwear,63,M,Spring,4.4,No,Free Shipping,No,No,20,Bank Transfer,Weekly
32,Male,Clothing,84,S,Summer,3.7,No,Express,No,No,37,Cash,Annually
27,Male,Clothing,72,M,Spring,3.6,No,Express,No,No,28,Credit Card,Annually
65,Male,Clothing,21,L,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,Weekly
68,Male,Footwear,92,M,Fall,5,No,Standard,No,No,27,PayPal,Annually
55,Male,Clothing,72,XL,Fall,2.7,No,Next Day Air,No,No,29,Credit Card,Fortnightly
